,Date,Groud_Truth,Prediction
0,2014-03-25,14.605875586708793,22.68791961669922
1,2014-04-08,10.749679443517678,15.324518203735352
2,2014-04-22,11.60872594919451,14.329495429992676
3,2014-05-06,18.804217743512623,18.270761489868164
4,2014-05-20,18.62813208040919,19.140928268432617
5,2014-06-03,13.510161439327964,12.088299751281738
6,2014-06-17,7.376451137654853,6.570007801055908
7,2014-07-01,7.183735511580729,9.886453628540039
8,2014-07-15,8.957488779589905,11.996033668518066
9,2014-07-29,16.824859347072145,15.633790969848633
10,2014-08-12,19.126802579887293,22.933385848999023
11,2014-08-26,14.52292898008242,17.607938766479492
12,2014-09-09,12.948245677220982,11.419931411743164
13,2014-09-23,14.260669404374882,15.245914459228516
14,2014-10-07,13.764456976521547,16.33521270751953
15,2014-10-21,8.257036267818552,10.414005279541016
16,2014-11-04,5.562419245503941,7.606374740600586
17,2014-11-18,4.419442007945087,6.98846435546875
18,2014-12-02,4.773082213518821,4.870522975921631
19,2014-12-16,10.197472199837724,8.373579978942871
20,2014-12-30,20.577487548199283,16.812023162841797
21,2015-01-13,30.957502896560843,24.052059173583984
22,2015-01-27,34.18883360011293,34.394439697265625
23,2015-02-10,36.22871686286343,37.688472747802734
24,2015-02-24,32.6059695365948,29.712182998657227
25,2015-03-10,21.824138807656777,23.06825828552246
26,2015-03-24,16.126487387015242,10.672364234924316
27,2015-04-07,22.695845809330983,14.258611679077148
28,2015-04-21,19.898595743882463,22.329898834228516
29,2015-05-05,13.82651453587982,16.952699661254883
30,2015-05-19,16.196832292777266,15.885459899902344
31,2015-06-02,17.27929157099204,16.085481643676758
32,2015-06-16,10.669998143748757,13.479730606079102
33,2015-06-30,7.539724692468923,12.996428489685059
34,2015-07-14,11.420396167603792,14.244805335998535
35,2015-07-28,11.9726426058777,10.625261306762695
36,2015-08-11,10.34176286603946,8.730644226074219
37,2015-08-25,11.52234978641645,11.708696365356445
38,2015-09-08,14.249680715935504,12.633935928344727
39,2015-09-22,16.39690113029271,14.24886417388916
40,2015-10-06,18.42680216230635,18.071626663208008
41,2015-10-20,21.33220691464844,23.441387176513672
42,2015-11-03,27.78448069917207,28.12974739074707
43,2015-11-17,40.41174729577975,30.205629348754883
44,2015-12-01,26.23656948678797,25.212158203125
45,2015-12-15,17.478086064436894,20.852094650268555
46,2015-12-29,14.136297028726514,9.013293266296387
47,2016-01-12,10.794507993016133,7.74479341506958
48,2016-01-26,7.249426145531655,11.417360305786133
49,2016-02-23,3.76890793433408,9.349644660949707
50,2016-03-08,9.031608627696674,9.156000137329102
51,2016-03-22,6.382515084919016,10.993858337402344
52,2016-04-05,26.29224494758861,22.9504451751709
53,2016-04-19,6.6636257554047225,5.610602378845215
54,2016-05-03,8.265797443210625,2.8951032161712646
55,2016-05-17,9.208550548844109,13.293683052062988
56,2016-05-31,11.960808198798077,14.847356796264648
57,2016-06-14,10.423205652403071,11.993331909179688
58,2016-06-28,11.46669734971088,11.782489776611328
59,2016-07-12,15.522492655165951,14.728970527648926
60,2016-07-26,11.662752530181972,12.97458267211914
61,2016-08-09,7.201301067294512,11.608449935913086
62,2016-08-23,7.965349824474915,11.280479431152344
63,2016-09-06,10.351781095969304,15.69942569732666
64,2016-09-20,19.880058750772108,24.79570198059082
65,2016-10-04,114.89177833650376,49.73899841308594
66,2016-10-18,0.9771623909959776,12.767424583435059
67,2016-11-01,8.658391762942491,36.178932189941406
68,2016-11-15,9.236114578725868,12.578944206237793
69,2016-11-29,21.825073886573183,5.77384614944458
70,2016-12-13,11.960332866467809,11.335929870605469
71,2016-12-27,21.725431172704155,21.119857788085938
72,2017-01-10,31.490529478940505,23.729190826416016
73,2017-01-24,26.955578574883475,18.74222755432129
74,2017-02-07,22.234498486116525,20.852258682250977
75,2017-02-21,15.093738996120573,23.3725643157959
76,2017-03-07,8.636502196769577,14.39059066772461
77,2017-03-21,10.386942712302371,12.4210205078125
78,2017-04-04,3.8765606373072368,5.670685291290283
79,2017-04-18,4.57737001706362,8.01081371307373
80,2017-05-02,22.57666614280964,21.52992057800293
81,2017-05-16,11.32856520916392,10.438283920288086
82,2017-05-30,10.771600853193531,7.608804225921631
83,2017-06-13,8.5575669460464,15.4649076461792
84,2017-06-27,8.934185742552616,12.078636169433594
85,2017-07-11,15.449791606187157,14.15422248840332
86,2017-07-25,11.678368684623464,13.419079780578613
87,2017-08-08,9.747712501414329,14.124494552612305
88,2017-08-22,18.46035562554359,18.458723068237305
89,2017-09-05,26.01771725982385,17.97904396057129
90,2017-09-19,13.341732355883194,12.12455940246582
91,2017-10-03,10.751532692544124,16.952232360839844
92,2017-10-17,10.578765186327407,11.850464820861816
93,2017-10-31,9.45194760347061,8.27226734161377
