,Date,Groud_Truth,Prediction
0,2014-03-25,5.720313219011263,4.308614730834961
1,2014-04-08,4.8769983622917366,5.915934085845947
2,2014-04-22,4.143366942937604,5.398459434509277
3,2014-05-06,1.9200354586154385,2.7783851623535156
4,2014-05-20,1.003164173000761,2.318044662475586
5,2014-06-03,4.285925636347466,5.5258941650390625
6,2014-06-17,13.636429776265487,18.36429214477539
7,2014-07-01,8.969378337996318,9.273163795471191
8,2014-07-15,7.091330891650303,7.878244876861572
9,2014-07-29,3.6518524759760487,9.167567253112793
10,2014-08-12,2.350679076934119,1.8070217370986938
11,2014-08-26,16.213035648829855,13.392110824584961
12,2014-09-09,15.907370205882652,19.503589630126953
13,2014-09-23,0.8760649835330493,5.7524213790893555
14,2014-10-07,5.168646473666146,3.366358518600464
15,2014-10-21,4.1498074407780665,2.8893251419067383
16,2014-11-04,2.137897898562648,4.635179042816162
17,2014-11-18,4.30798510325368,5.484781265258789
18,2014-12-02,2.1800437174936875,3.178197145462036
19,2014-12-16,1.081898372200098,1.7843908071517944
20,2014-12-30,1.3441666512537584,0.5072157979011536
21,2015-01-13,1.6064349303074192,-0.0
22,2015-01-27,2.265707160659838,-0.0
23,2015-02-10,2.9911467162287164,1.681706190109253
24,2015-02-24,4.036487818570455,2.133795738220215
25,2015-03-10,5.251078784300582,0.8920053839683533
26,2015-03-24,3.120957830016876,0.2741256058216095
27,2015-04-07,2.8638732344732736,0.1555592119693756
28,2015-04-21,1.7423166657328175,-0.0
29,2015-05-05,1.5347601067535033,1.6955307722091675
30,2015-05-19,5.409680202341742,5.342701435089111
31,2015-06-02,5.425283170633053,7.024676322937012
32,2015-06-16,5.300722035102246,7.005460739135742
33,2015-06-30,10.674801344229442,9.983180046081543
34,2015-07-14,16.786836313271692,13.172738075256348
35,2015-07-28,15.5833976970024,14.103323936462402
36,2015-08-11,17.2436296802886,19.880535125732422
37,2015-08-25,20.710113664053416,22.179872512817383
38,2015-09-08,8.845619658742569,4.061070442199707
39,2015-09-22,110.67378475994413,137.0105743408203
40,2015-10-06,95.89445111091146,91.8100814819336
41,2015-10-20,5.243936373016169,-0.0
42,2015-11-03,8.084641629168395,-0.0
43,2015-11-17,0.6465906377402447,-0.0
44,2015-12-01,0.636141184928478,21.56814956665039
45,2015-12-15,0.7129452703759024,13.898755073547363
46,2015-12-29,0.8770028940825179,6.138082981109619
47,2016-01-12,1.0410605177891332,2.105363607406616
48,2016-01-26,1.1839099280244345,1.102765440940857
49,2016-02-23,1.8676828201539748,1.6688708066940308
50,2016-03-08,2.917162871593809,2.9317872524261475
51,2016-03-22,2.330027962194572,2.7966322898864746
52,2016-04-05,1.917707872665195,0.29412218928337097
53,2016-04-19,4.470560163362463,1.188642144203186
54,2016-05-03,1.8675865616262783,1.5134844779968262
55,2016-05-17,1.179646134278325,0.7540414929389954
56,2016-05-31,1.873004911368627,2.491121530532837
57,2016-06-14,5.853833399911537,7.020109176635742
58,2016-06-28,10.335909410659522,15.769761085510254
59,2016-07-12,8.56341488661171,9.815014839172363
60,2016-07-26,5.254231283999084,4.234881401062012
61,2016-08-09,16.138259633234796,12.115816116333008
62,2016-08-23,20.195394959313347,21.3118839263916
63,2016-09-06,3.2985064422841184,5.442256927490234
64,2016-09-20,7.063229617759146,5.930846691131592
65,2016-10-04,1.300267850747696,3.0757460594177246
66,2016-10-18,0.3883467398786241,-0.0
67,2016-11-01,2.073755355943212,1.6590584516525269
68,2016-11-15,1.4140190116107394,1.933077335357666
69,2016-11-29,2.8869197374546296,2.850029706954956
70,2016-12-13,5.519001976994473,5.953695297241211
71,2016-12-27,3.719048783715502,5.060152530670166
72,2017-01-10,1.919095590436531,1.875902771949768
73,2017-01-24,4.012807221505709,4.593717575073242
74,2017-02-07,6.17206616302111,6.1845622062683105
75,2017-02-21,9.183440140337408,7.332513809204102
76,2017-03-07,11.258093315520002,10.257424354553223
77,2017-03-21,2.581136250334467,7.971911430358887
78,2017-04-04,11.50421001750988,9.977328300476074
79,2017-04-18,8.274212939852672,7.005496025085449
80,2017-05-02,1.2906210949154282,2.769867420196533
81,2017-05-16,1.9183024745155373,7.404980659484863
82,2017-05-30,7.964019693226666,12.629796981811523
83,2017-06-13,9.78523146981258,8.068340301513672
84,2017-06-27,8.080837737759849,6.947042942047119
85,2017-07-11,20.285165504525445,16.403675079345703
86,2017-07-25,25.36880849963663,29.772106170654297
87,2017-08-08,16.18682321919966,12.996981620788574
88,2017-08-22,11.95521510432336,4.746211051940918
89,2017-09-05,7.501670164993116,19.940250396728516
90,2017-09-19,32.22702823815949,46.45158004760742
91,2017-10-03,9.48414766508361,7.222594738006592
92,2017-10-17,6.515514850908975,3.4208786487579346
93,2017-10-31,5.083236907423155,11.35309886932373
